,Material,Diameter (nm),Zeta potential (mV),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
2446,TiO2,420.7,-9.96,AGS,1.6083618887379608e-11,97.16019,0,L,human,Epithelial,Adult,stomach,6.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2447,TiO2,115.0,-17.6,Caco-2,1.574844885282227e-09,100.0,0,L,human,Epithelial,Adult,colon,24.0,Live/Dead,annexin v,79.8658,2.806666666666666,Ti,0.8516666666666667
2448,TiO2,170.0,-17.6,RAW 264.7,1.462533410281054e-09,17.44044,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2449,TiO2,5.0,-17.6,SH-SY5Y,0.05,136.91,0,L,human,Epithelial,Adult,bone marrow,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2450,TiO2,11.69,-17.6,LLC-PK1,1.145463171416656e-05,61.43498,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2451,TiO2,11.69,-17.6,IP15,2.290926342833312e-05,78.923767,0,L,human,Spindle,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2452,TiO2,11.69,-17.6,LLC-PK1,8.948931026692626e-08,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2453,TiO2,11.69,-17.6,LLC-PK1,1.789786205338525e-07,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2454,TiO2,11.69,-17.6,LLC-PK1,3.57957241067705e-07,97.309417,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2455,TiO2,11.69,-17.6,LLC-PK1,7.1591448213541e-07,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2456,TiO2,11.69,-17.6,LLC-PK1,1.43182896427082e-06,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2457,TiO2,11.69,-17.6,LLC-PK1,2.86365792854164e-06,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2458,TiO2,100.0,-17.6,Lymphocyte,2.993927768629509e-09,81.48,0,P,human,Lymphoblast,Adult,blood,3.0,Resazurin,AlamarBlue,79.8658,2.806666666666666,Ti,0.8516666666666667
2459,TiO2,11.69,-17.6,LLC-PK1,2.290926342833312e-05,30.9417,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2460,TiO2,115.0,-17.6,Caco-2,1.574844885282227e-09,99.42357,0,L,human,Epithelial,Adult,colon,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2461,TiO2,25.0,-17.6,A549,0.1,84.34,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2462,TiO2,25.0,-17.6,A549,0.005,97.742,0,L,human,Epithelial,Adult,lung,6.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2463,TiO2,25.0,-17.6,A549,0.01,95.161,0,L,human,Epithelial,Adult,lung,6.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2464,TiO2,25.0,-17.6,A549,0.05,96.935,0,L,human,Epithelial,Adult,lung,6.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2465,TiO2,25.0,-17.6,A549,0.1,95.161,0,L,human,Epithelial,Adult,lung,6.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2466,TiO2,25.0,-17.6,A549,0.001,97.742,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2467,TiO2,25.0,-17.6,A549,0.005,95.645,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2468,TiO2,25.0,-17.6,A549,0.01,92.19,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2469,TiO2,25.0,-17.6,A549,0.05,87.07,0,L,human,Epithelial,Adult,lung,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2470,TiO2,25.0,-17.6,A549,0.001,97.742,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2471,TiO2,15.84,-17.6,A549,0.06,14.71,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2472,TiO2,25.0,-17.6,A549,0.005,92.742,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2473,TiO2,25.0,-17.6,A549,0.05,82.34,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2474,TiO2,25.0,-17.6,A549,0.1,78.89,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2475,TiO2,15.84,-17.6,A549,0.0001,89.374,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2476,TiO2,15.84,-17.6,A549,0.003,75.089,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2477,TiO2,15.84,-17.6,A549,0.01,64.109,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2478,TiO2,15.84,-17.6,A549,0.03,25.4,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2479,TiO2,50.0,-17.6,A431,0.08,65.311,0,L,human,Epithelial,Adult,skin,48.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2480,TiO2,5.0,-17.6,SH-SY5Y,0.005,99.234,0,L,human,Epithelial,Adult,bone marrow,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2481,TiO2,5.0,-17.6,SH-SY5Y,0.01,104.44,0,L,human,Epithelial,Adult,bone marrow,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2482,TiO2,150.0,-17.6,Fibroblasts,8.891960682545211e-11,95.86466,0,P,human,Fibroblast,Adult,skin,4.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2483,TiO2,115.0,-17.6,Caco-2,1.574844885282227e-09,100.2105,0,L,human,Epithelial,Adult,colon,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2484,TiO2,25.0,-17.6,A549,0.01,88.72,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2485,TiO2,25.0,-17.6,A549,0.001,100.97,0,L,human,Epithelial,Adult,lung,6.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2486,TiO2,170.0,-17.6,RAW 264.7,7.31266705140527e-10,17.432053,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2487,TiO2,150.0,-17.6,Fibroblasts,5.4222897189641206e-12,94.48621,0,P,human,Fibroblast,Adult,skin,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2488,TiO2,50.0,-17.6,A431,0.008,74.169,0,L,human,Epithelial,Adult,skin,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2489,TiO2,50.0,-17.6,A431,0.0008,85.015,0,L,human,Epithelial,Adult,skin,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2490,TiO2,50.0,-17.6,A431,8e-05,96.385,0,L,human,Epithelial,Adult,skin,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2491,TiO2,50.0,-17.6,A431,8e-05,93.049,0,L,human,Epithelial,Adult,skin,48.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2492,TiO2,38.0,-17.6,HAEC,1.091240621311237e-07,88.36364,0,P,human,Endothelial,Adult,aorta,24.0,ApoTox-Glo™ Triplex,caspase-glo® 3/7 reagent,79.8658,2.806666666666666,Ti,0.8516666666666667
2493,TiO2,38.0,-17.6,HAEC,1.0912406213112371e-09,98.72727,0,P,human,Endothelial,Adult,aorta,24.0,CytoTox-One™,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2494,TiO2,38.0,-17.6,HAEC,5.4562031065561835e-09,97.63636,0,P,human,Endothelial,Adult,aorta,24.0,CytoTox-One™,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2495,TiO2,38.0,-17.6,HAEC,1.091240621311237e-08,96.0,0,P,human,Endothelial,Adult,aorta,24.0,CytoTox-One™,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2496,TiO2,38.0,-17.6,HAEC,2.182481242622473e-08,91.63636,0,P,human,Endothelial,Adult,aorta,24.0,CytoTox-One™,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2497,TiO2,38.0,-17.6,HAEC,5.456203106556184e-08,100.36364,0,P,human,Endothelial,Adult,aorta,24.0,CytoTox-One™,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2498,TiO2,160.5,-27.8,AGS,2.172388338752741e-09,101.6,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2499,TiO2,5.0,-17.6,SH-SY5Y,0.1,162.02,0,L,human,Epithelial,Adult,bone marrow,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2500,TiO2,38.0,-17.6,HAEC,1.0912406213112371e-09,103.63636,0,P,human,Endothelial,Adult,aorta,24.0,CellTiterGlo,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
2501,TiO2,6.0,-17.6,SIRC,0.01,94.416,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2502,TiO2,6.0,-17.6,SIRC,0.0125,93.232,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2503,TiO2,6.0,-17.6,SIRC,0.025,92.047,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2504,TiO2,6.0,-17.6,SIRC,0.05,89.34,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2505,TiO2,6.0,-17.6,SIRC,0.1,87.31,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2506,TiO2,50.0,-17.6,A431,0.08,77.508,0,L,human,Epithelial,Adult,skin,24.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2507,TiO2,60.0,-17.6,THP-1,0.05,44.9,0,L,human,Monocyte,Adult,blood,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2508,TiO2,50.0,-17.6,A431,0.08,80.466,0,L,human,Epithelial,Adult,skin,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2509,TiO2,38.0,-17.6,HAEC,5.4562031065561835e-09,90.0,0,P,human,Endothelial,Adult,aorta,24.0,ApoTox-Glo™ Triplex,caspase-glo® 3/7 reagent,79.8658,2.806666666666666,Ti,0.8516666666666667
2510,TiO2,24.59,-17.6,Caco-2,0.01,64.706,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2511,TiO2,47.83,-17.6,LLC-PK1,2.0904199157242743e-08,100.0,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2512,TiO2,6.0,-17.6,SIRC,0.001,98.308,0,L,rabbit,Fibroblast,Adult,cornea,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2513,TiO2,150.0,-17.6,Fibroblasts,8.891960682545211e-11,93.48371,0,P,human,Fibroblast,Adult,skin,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2514,TiO2,60.0,-17.6,THP-1,0.001,87.472,0,L,human,Monocyte,Adult,blood,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2515,TiO2,60.0,-17.6,THP-1,0.02,51.774,0,L,human,Monocyte,Adult,blood,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2516,TiO2,170.0,-17.6,RAW 264.7,7.31266705140527e-10,131.1093,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2517,TiO2,150.0,-17.6,Fibroblasts,1.33898385217855e-12,94.48621,0,P,human,Fibroblast,Adult,skin,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2518,TiO2,170.0,-17.6,RAW 264.7,1.462533410281054e-09,147.12544,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2519,TiO2,170.0,-17.6,RAW 264.7,1.828166762851317e-11,21.194798,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2520,TiO2,170.0,-17.6,RAW 264.7,9.140833814256588e-11,20.066813,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2521,TiO2,170.0,-17.6,RAW 264.7,1.8281667628513176e-10,19.69641,0,L,mouse,Monocyte/Macrophage,Adult,blood,24.0,LDH,ldh activity assay kit,79.8658,2.806666666666666,Ti,0.8516666666666667
2522,TiO2,100.0,-17.6,Lymphocyte,5.987855537259018e-09,92.59,0,P,human,Lymphoblast,Adult,blood,3.0,Resazurin,AlamarBlue,79.8658,2.806666666666666,Ti,0.8516666666666667
2523,TiO2,38.0,-17.6,HAEC,1.091240621311237e-08,90.0,0,P,human,Endothelial,Adult,aorta,24.0,ApoTox-Glo™ Triplex,caspase-glo® 3/7 reagent,79.8658,2.806666666666666,Ti,0.8516666666666667
2524,TiO2,38.0,-17.6,HAEC,2.182481242622473e-08,84.545456,0,P,human,Endothelial,Adult,aorta,24.0,ApoTox-Glo™ Triplex,caspase-glo® 3/7 reagent,79.8658,2.806666666666666,Ti,0.8516666666666667
2525,TiO2,50.0,-17.6,A431,0.0008,88.328,0,L,human,Epithelial,Adult,skin,24.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2526,TiO2,50.0,-17.6,A431,0.08,68.222,0,L,human,Epithelial,Adult,skin,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2527,TiO2,60.0,-17.6,THP-1,0.01,61.197,0,L,human,Monocyte,Adult,blood,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2528,TiO2,50.0,-17.6,A431,8e-06,98.754,0,L,human,Epithelial,Adult,skin,6.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2529,TiO2,50.0,-17.6,A431,0.0008,92.262,0,L,human,Epithelial,Adult,skin,6.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2530,TiO2,50.0,-17.6,A431,0.008,91.672,0,L,human,Epithelial,Adult,skin,6.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2531,TiO2,50.0,-17.6,A431,0.08,90.295,0,L,human,Epithelial,Adult,skin,6.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2532,TiO2,50.0,-17.6,A431,8e-06,97.574,0,L,human,Epithelial,Adult,skin,24.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2533,TiO2,50.0,-17.6,A431,8e-05,93.836,0,L,human,Epithelial,Adult,skin,24.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2534,TiO2,50.0,-17.6,A431,0.008,85.377,0,L,human,Epithelial,Adult,skin,24.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2535,TiO2,38.0,-17.6,HAEC,5.456203106556184e-08,100.36364,0,P,human,Endothelial,Adult,aorta,24.0,ApoTox-Glo™ Triplex,caspase-glo® 3/7 reagent,79.8658,2.806666666666666,Ti,0.8516666666666667
2536,TiO2,50.0,-17.6,A431,0.008,83.44,0,L,human,Epithelial,Adult,skin,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2537,TiO2,50.0,-17.6,A431,8e-06,97.574,0,L,human,Epithelial,Adult,skin,48.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2538,TiO2,50.0,-17.6,A431,0.0008,88.338,0,L,human,Epithelial,Adult,skin,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2539,TiO2,50.0,-17.6,A431,8e-06,98.659,0,L,human,Epithelial,Adult,skin,24.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2540,TiO2,50.0,-17.6,A431,8e-05,99.344,0,L,human,Epithelial,Adult,skin,6.0,NRU,NeutralRed,79.8658,2.806666666666666,Ti,0.8516666666666667
2541,TiO2,81.8,-17.6,Caco-2,0.03,46.833,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2542,TiO2,11.69,-17.6,LLC-PK1,5.72731585708328e-06,97.7578475,0,L,pig,Epithelial,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2543,TiO2,21.0,-17.6,AGS,0.02,105.23,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2544,TiO2,160.5,-27.8,AGS,5.79303557000731e-10,103.2,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2545,TiO2,160.5,-27.8,AGS,5.79303557000731e-10,110.4,0,L,human,Epithelial,Adult,stomach,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2546,TiO2,160.5,-27.8,AGS,8.689553355010964e-10,104.0,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2547,TiO2,160.5,-27.8,AGS,8.689553355010964e-10,134.4,0,L,human,Epithelial,Adult,stomach,6.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2548,TiO2,160.5,-27.8,AGS,8.689553355010964e-10,109.6,0,L,human,Epithelial,Adult,stomach,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2549,TiO2,160.5,-27.8,AGS,1.158607114001462e-09,107.2,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2550,TiO2,35.0,-17.6,A549,6.982921909339963e-08,86.71875,0,L,human,Epithelial,Adult,lung,4.0,ATP,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
2551,TiO2,35.0,-17.6,A549,1.396584381867993e-07,78.515625,0,L,human,Epithelial,Adult,lung,4.0,ATP,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
2552,TiO2,35.0,-17.6,A549,2.793168763735985e-07,69.53125,0,L,human,Epithelial,Adult,lung,4.0,ATP,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
2553,TiO2,35.0,-17.6,A549,4.189753145603979e-07,56.640625,0,L,human,Epithelial,Adult,lung,4.0,ATP,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
2554,TiO2,100.0,-17.6,Lymphocyte,1.496963884314754e-09,56.0,0,P,human,Lymphoblast,Adult,blood,3.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2555,TiO2,160.5,-27.8,AGS,2.896517785003655e-10,135.2,0,L,human,Epithelial,Adult,stomach,6.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2556,TiO2,100.0,-17.6,Lymphocyte,2.993927768629509e-09,68.0,0,P,human,Lymphoblast,Adult,blood,3.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2557,TiO2,35.0,-17.6,A549,4.189753145603979e-07,68.59472,0,L,human,Epithelial,Adult,lung,4.0,WST-8,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2558,TiO2,100.0,-17.6,Lymphocyte,1.496963884314754e-09,72.0,0,P,human,Lymphoblast,Adult,blood,3.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2559,TiO2,11.69,-17.6,IP15,1.43182896427082e-06,93.2735424,0,L,human,Spindle,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2560,TiO2,11.69,-17.6,IP15,5.72731585708328e-06,90.582959,0,L,human,Spindle,Adult,kidney,24.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2561,TiO2,21.0,-17.6,AGS,0.04,103.08,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2562,TiO2,24.59,-17.6,Caco-2,0.1,11.425,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2563,TiO2,24.59,-17.6,A549,0.01,64.7,0,L,human,Epithelial,Adult,lung,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2564,TiO2,15.84,-17.6,Caco-2,0.01,60.52,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2565,TiO2,15.84,-17.6,Caco-2,0.06,15.11,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2566,TiO2,15.84,-17.6,Caco-2,0.1,6.0,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2567,TiO2,24.59,-17.6,Caco-2,0.0001,90.724,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2568,TiO2,100.0,-17.6,Lymphocyte,5.987855537259018e-09,62.0,0,P,human,Lymphoblast,Adult,blood,3.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2569,TiO2,24.59,-17.6,Caco-2,0.003,78.394,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2570,TiO2,160.5,-27.8,AGS,1.448258892501828e-09,118.4,0,L,human,Epithelial,Adult,stomach,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2571,TiO2,160.5,-27.8,AGS,1.737910671002193e-09,135.2,0,L,human,Epithelial,Adult,stomach,6.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2572,TiO2,420.7,-9.96,AGS,1.206271416553471e-10,108.05781,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2573,TiO2,81.8,-17.6,Caco-2,0.1,15.837,0,L,human,Epithelial,Adult,colon,48.0,MTT,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2574,TiO2,420.7,-9.96,AGS,1.206271416553471e-10,127.4807,0,L,human,Epithelial,Adult,stomach,6.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2575,TiO2,420.7,-9.96,AGS,1.206271416553471e-10,99.776566,0,L,human,Epithelial,Adult,stomach,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2576,TiO2,160.5,-27.8,AGS,1.158607114001462e-09,118.4,0,L,human,Epithelial,Adult,stomach,24.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2577,TiO2,100.0,-17.6,Lymphocyte,1.496963884314754e-09,108.0,0,P,human,Lymphoblast,Adult,blood,3.0,NR,toluylene red,79.8658,2.806666666666666,Ti,0.8516666666666667
2578,TiO2,100.0,-17.6,Lymphocyte,1.496963884314754e-09,92.130135,0,P,human,Lymphoblast,Adult,blood,3.0,Live/Dead,TrypanBlue,79.8658,2.806666666666666,Ti,0.8516666666666667
2579,TiO2,100.0,-17.6,Lymphocyte,5.987855537259018e-09,56.0,0,P,human,Lymphoblast,Adult,blood,3.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2580,TiO2,100.0,-17.6,Lymphocyte,2.993927768629509e-09,61.0,0,P,human,Lymphoblast,Adult,blood,3.0,WST-1,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2581,TiO2,100.0,-17.6,Lymphocyte,2.993927768629509e-09,88.62117,0,P,human,Lymphoblast,Adult,blood,3.0,Live/Dead,TrypanBlue,79.8658,2.806666666666666,Ti,0.8516666666666667
2582,TiO2,100.0,-17.6,Lymphocyte,2.993927768629509e-09,125.0,0,P,human,Lymphoblast,Adult,blood,3.0,NR,toluylene red,79.8658,2.806666666666666,Ti,0.8516666666666667
2583,TiO2,160.5,-27.8,AGS,1.737910671002193e-09,94.4,0,L,human,Epithelial,Adult,stomach,3.0,MTS,TetrazoliumSalt,79.8658,2.806666666666666,Ti,0.8516666666666667
2584,TiO2,38.0,-17.6,HAEC,1.091240621311237e-08,95.454544,0,P,human,Endothelial,Adult,aorta,24.0,CellTiterGlo,luciferase,79.8658,2.806666666666666,Ti,0.8516666666666667
